1|1|2|
1|2|2|
1|3|2|
1|4|3|
1|4|1|
2|5|2|
2|6|2|
2|7|2|
2|8|3|
2|9|3|
2|4|1|
3|10|1|
4|11|2|
4|12|2|
4|13|2|
4|14|3|
4|15|3|
4|14|1|
